objectid,filename,title,creator,description,date,date_is_approximate,subject,source,identifier,digital_source,format_original,format,type,rights,rightsstatement,language,display_template,object_location,image_small,image_thumb,youtubeid
h13_111,h13_111.pdf,"Memorandum titled ""Contractual Relationships""",Sherman Carter,Memorandum to Hartung concerning issues with BSU and next steps in dealing with the issue.,1972-04-10,,Black Student Union,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h13_111.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_111_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_111_th.jpg,
h13_112,h13_112.pdf,Addendum to B.S.U Organizational Statement Projected Program for the School Year 1972-1973,BSU,Addendum lists several programs for the Black Studies program for 1972-1973 school year.  Addendum proposed by the BSU.,1972-1973,yes,Black Student Union; Black Studies,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h13_112.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_112_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_112_th.jpg,
h13_113,h13_113.pdf,Proposal for a new Afro-American Studies course,BSU,"Purpose statement for proposal of Afro-American course called ""Pan-Africanism-Afro-Americanism: Comparative Perspectives.""",,,Black Studies,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h13_113.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_113_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_113_th.jpg,
h13_110,h13_110.pdf,"Memorandum regarding ""University relationship to Black Student Union""",Tom Richardson,Cites issues with current BSU body concerning rent and electricity of the BSU building.,1972-04-07,,Black Student Union,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h13_110.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_110_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_110_th.jpg,
h13_121,h13_121.pdf,Black Cultural Week,,Handmade Black Cultural Week Flyer with events listed,,,Black University Life,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,image,https://www.lib.uidaho.edu/blackhistory/objects/h13_121.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_121_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_121_th.jpg,
h13_145,h13_145.pdf,Correspondence regarding the Black Student Union funds,Ernest W. Hartung,Letter to R A Hughes concerning funds for the BSU and the construction of a Black cultural center.,1971-03-19,,Black Student Union,,"UG 13, Box 22, Folder 527",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/h13_145.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/h13_145_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/h13_145_th.jpg,
ha134,ha134.pdf,Position Paper: Native American Student Association,John Wheaton Jr.,Position paper from the Native American Student Association in response to BSU demands.,1974-04-26,,Minority Student Programs,,"UG 37, Box 5, Folder 124",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/ha134.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/ha134_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/ha134_th.jpg,
r1,r1.pdf,"Memorandum regarding ""John Cattrell""",Corky Bush,"Memorandum to Thomas Richardson from Corky Bush concerning student, John Cattrell, wanting to be considered for the Ethnic Students Advisory Program.",1974-06-05,,Minority Student Programs,,"MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r1.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r1_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r1_th.jpg,
r10,r10.pdf,Application letter for employment as Director of Minority Programs,"Charles A. Ramsey, II","Application letter to Robert W. Coonrod from Charles A. Ramsey, II for the Director position for the Minority Programs at the University of Idaho.",1974-06-26,,Minority Student Programs,,"MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r10.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r10_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r10_th.jpg,
r11,r11.pdf,Screening Committee for the Coordinator of Minority Student Programs position meeting minutes,,Meeting notes for the determination of position requirements for Coordinator of Minority/Ethnic Student Programs.,1974-06-13,,Minority Student Programs,,"MG 368, Box 2, Folder 70",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r11.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r11_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r11_th.jpg,
r110a,r110a.pdf,"Idahonian article, ""New Course Scheduled at U of I""",The Daily Idahonian,"Newspaper clipping from the Daily Idahonian titled, ""New Course Scheduled at U of I"" discussing the new course, ""Social Science 103–Black Identity: Alienation and Affirmation.""",1969-09-08,,Black Studies News Clips,,"MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r110a.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r110a_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r110a_th.jpg,
r110b,r110b.pdf,"Idahonian article, ""Idaho Offers New Course""",The Daily Idahonian,"Newspaper clipping from the Daily Idahonian titled, ""Idaho Offers New Course"" discussing new course titled, ""Man in the Nuclear Age.""",1969-08-20,,Black Studies News Clips,,"MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r110b.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r110b_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r110b_th.jpg,
r110c,r110c.pdf,"Newspaper article, ""Black Studies class offered next fall""",,"Newspaper clipping titled, 'Black Studies class offered next fall,"" discussing an ethnic studies course, Social Science 102: ""Men in a Nuclear Age"" and ""Black Identity: Alienation and Affirmation.""",1969-05-09,,Black Studies News Clips,,"MG 368, Box 2, Folder 81",,,application/pdf,text,"In Copyright. Educational Use only. Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions assigned by University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,pdf,https://www.lib.uidaho.edu/blackhistory/objects/r110c.pdf,https://www.lib.uidaho.edu/blackhistory/objects/small/r110c_sm.jpg,https://www.lib.uidaho.edu/blackhistory/objects/thumbs/r110c_th.jpg,
